row_id,user_id,item_id,rating,review_length,sentiment_label,sentiment_1_5,sentiment_expected_1_5,sentiment_scores,sentiment_p1,sentiment_p2,sentiment_p3,sentiment_p4,sentiment_p5
20,1753,506,5.0,104,positive,4,4.223057958995923,"{""strongly negative"": 0.002355, ""negative"": 0.008614, ""negative or neutral"": 0.032195, ""positive"": 0.67729, ""strongly positive"": 0.279546}",0.002355,0.008614,0.032195,0.67729,0.279546
21,632,3271,4.0,39,positive,4,4.046192228794098,"{""strongly negative"": 0.001577, ""negative"": 0.005287, ""negative or neutral"": 0.029881, ""positive"": 0.871879, ""strongly positive"": 0.091377}",0.001577,0.005287,0.029881,0.871879,0.091377
22,1117,3183,5.0,332,positive,4,3.5259794214798603,"{""strongly negative"": 0.000402, ""negative"": 0.007422, ""negative or neutral"": 0.458936, ""positive"": 0.532271, ""strongly positive"": 0.000968}",0.000402,0.007422,0.458936,0.532271,0.000968
23,4,420,5.0,311,positive,4,3.7229353208531393,"{""strongly negative"": 0.000207, ""negative"": 0.003068, ""negative or neutral"": 0.271771, ""positive"": 0.723493, ""strongly positive"": 0.001461}",0.000207,0.003068,0.271771,0.723493,0.001461
24,3508,2272,5.0,456,positive,4,3.898642059531994,"{""strongly negative"": 0.000157, ""negative"": 0.00106, ""negative or neutral"": 0.101836, ""positive"": 0.893879, ""strongly positive"": 0.003069}",0.000157,0.00106,0.101836,0.893879,0.003069
25,3380,2742,4.0,288,positive,4,3.497563442972023,"{""strongly negative"": 0.000267, ""negative"": 0.006749, ""negative or neutral"": 0.489211, ""positive"": 0.502699, ""strongly positive"": 0.001074}",0.000267,0.006749,0.489211,0.502699,0.001074
26,3045,18,4.0,42,positive,4,3.590716134174727,"{""strongly negative"": 0.00049, ""negative"": 0.016812, ""negative or neutral"": 0.37745, ""positive"": 0.601988, ""strongly positive"": 0.00326}",0.00049,0.016812,0.37745,0.601988,0.00326
27,4771,1079,5.0,278,positive,4,4.031806588114705,"{""strongly negative"": 0.000423, ""negative"": 0.001627, ""negative or neutral"": 0.022324, ""positive"": 0.916973, ""strongly positive"": 0.058653}",0.000423,0.001627,0.022324,0.916973,0.058653
28,869,2461,5.0,337,positive,4,3.9842412013094872,"{""strongly negative"": 0.00038, ""negative"": 0.002702, ""negative or neutral"": 0.03727, ""positive"": 0.931591, ""strongly positive"": 0.028056}",0.00038,0.002702,0.03727,0.931591,0.028056
29,3387,1750,1.0,94,negative,2,2.4206681648502126,"{""strongly negative"": 0.002021, ""negative"": 0.630525, ""negative or neutral"": 0.313127, ""positive"": 0.053416, ""strongly positive"": 0.00091}",0.002021,0.630525,0.313127,0.053416,0.00091
30,3762,2276,5.0,571,negative or neutral,3,3.260317766078515,"{""strongly negative"": 0.000328, ""negative"": 0.017321, ""negative or neutral"": 0.704763, ""positive"": 0.276881, ""strongly positive"": 0.000707}",0.000328,0.017321,0.704763,0.276881,0.000707
31,3644,3166,5.0,95,positive,4,4.1218574029626325,"{""strongly negative"": 0.00063, ""negative"": 0.002564, ""negative or neutral"": 0.014793, ""positive"": 0.838343, ""strongly positive"": 0.14367}",0.00063,0.002564,0.014793,0.838343,0.14367
32,3540,452,1.0,166,negative,2,2.250705976039171,"{""strongly negative"": 0.00941, ""negative"": 0.780341, ""negative or neutral"": 0.162682, ""positive"": 0.045269, ""strongly positive"": 0.002299}",0.00941,0.780341,0.162682,0.045269,0.002299
33,2428,2771,4.0,259,negative or neutral,3,3.2786657861433923,"{""strongly negative"": 0.000637, ""negative"": 0.051077, ""negative or neutral"": 0.618734, ""positive"": 0.328086, ""strongly positive"": 0.001465}",0.000637,0.051077,0.618734,0.328086,0.001465
34,2146,1020,5.0,131,positive,4,4.078461446973961,"{""strongly negative"": 0.000643, ""negative"": 0.001732, ""negative or neutral"": 0.017066, ""positive"": 0.879639, ""strongly positive"": 0.10092}",0.000643,0.001732,0.017066,0.879639,0.10092
35,4435,1502,2.0,95,negative,2,2.417600108718034,"{""strongly negative"": 0.002681, ""negative"": 0.631574, ""negative or neutral"": 0.312106, ""positive"": 0.052741, ""strongly positive"": 0.000898}",0.002681,0.631574,0.312106,0.052741,0.000898
36,3514,3445,5.0,136,positive,4,4.062584318628069,"{""strongly negative"": 0.000625, ""negative"": 0.002885, ""negative or neutral"": 0.026593, ""positive"": 0.873075, ""strongly positive"": 0.096822}",0.000625,0.002885,0.026593,0.873075,0.096822
37,1179,2512,5.0,190,positive,4,3.790450031578075,"{""strongly negative"": 0.000395, ""negative"": 0.005949, ""negative or neutral"": 0.203131, ""positive"": 0.78386, ""strongly positive"": 0.006665}",0.000395,0.005949,0.203131,0.78386,0.006665
38,505,2515,3.0,150,negative or neutral,3,3.117731715756236,"{""strongly negative"": 0.000342, ""negative"": 0.024934, ""negative or neutral"": 0.831927, ""positive"": 0.142245, ""strongly positive"": 0.000552}",0.000342,0.024934,0.831927,0.142245,0.000552
39,2582,433,5.0,155,positive,4,3.689113371350686,"{""strongly negative"": 0.000156, ""negative"": 0.006101, ""negative or neutral"": 0.299534, ""positive"": 0.692891, ""strongly positive"": 0.001317}",0.000156,0.006101,0.299534,0.692891,0.001317
40,2801,2840,5.0,55,negative or neutral,3,2.573812801449094,"{""strongly negative"": 0.001271, ""negative"": 0.458077, ""negative or neutral"": 0.506614, ""positive"": 0.033645, ""strongly positive"": 0.000394}",0.001271,0.458077,0.506614,0.033645,0.000394
41,1606,3077,5.0,207,positive,4,3.5215035287255887,"{""strongly negative"": 0.000278, ""negative"": 0.005019, ""negative or neutral"": 0.468544, ""positive"": 0.525239, ""strongly positive"": 0.00092}",0.000278,0.005019,0.468544,0.525239,0.00092
42,5041,1172,3.0,74,positive,4,4.019700040807948,"{""strongly negative"": 0.000509, ""negative"": 0.001767, ""negative or neutral"": 0.016159, ""positive"": 0.940646, ""strongly positive"": 0.04092}",0.000509,0.001767,0.016159,0.940646,0.04092
43,2016,1897,5.0,18,positive,4,4.22113432380138,"{""strongly negative"": 0.000878, ""negative"": 0.001203, ""negative or neutral"": 0.008336, ""positive"": 0.755074, ""strongly positive"": 0.23451}",0.000878,0.001203,0.008336,0.755074,0.23451
44,3192,1840,4.0,110,positive,4,3.725327835913049,"{""strongly negative"": 0.000328, ""negative"": 0.007293, ""negative or neutral"": 0.261286, ""positive"": 0.728908, ""strongly positive"": 0.002185}",0.000328,0.007293,0.261286,0.728908,0.002185
45,2188,3200,5.0,167,positive,4,3.972822706215084,"{""strongly negative"": 0.000319, ""negative"": 0.001627, ""negative or neutral"": 0.035805, ""positive"": 0.949409, ""strongly positive"": 0.012839}",0.000319,0.001627,0.035805,0.949409,0.012839
46,2232,2733,5.0,94,positive,4,4.296750716166571,"{""strongly negative"": 0.001627, ""negative"": 0.00326, ""negative or neutral"": 0.01228, ""positive"": 0.6624, ""strongly positive"": 0.320433}",0.001627,0.00326,0.01228,0.6624,0.320433
47,4139,2090,5.0,38,positive,4,3.5959697741782293,"{""strongly negative"": 0.001216, ""negative"": 0.070736, ""negative or neutral"": 0.263922, ""positive"": 0.659114, ""strongly positive"": 0.005012}",0.001216,0.070736,0.263922,0.659114,0.005012
48,4589,1635,5.0,486,negative or neutral,3,3.399941201292677,"{""strongly negative"": 0.000353, ""negative"": 0.015524, ""negative or neutral"": 0.56902, ""positive"": 0.414038, ""strongly positive"": 0.001066}",0.000353,0.015524,0.56902,0.414038,0.001066
49,1907,3420,4.0,247,positive,4,3.8554600723582553,"{""strongly negative"": 0.000205, ""negative"": 0.002881, ""negative or neutral"": 0.140888, ""positive"": 0.853302, ""strongly positive"": 0.002725}",0.000205,0.002881,0.140888,0.853302,0.002725
50,1531,1024,5.0,47,positive,4,4.215773837408051,"{""strongly negative"": 0.001455, ""negative"": 0.002329, ""negative or neutral"": 0.010046, ""positive"": 0.751328, ""strongly positive"": 0.234843}",0.001455,0.002329,0.010046,0.751328,0.234843
51,4824,888,4.0,708,positive,4,3.590227604203392,"{""strongly negative"": 0.00026, ""negative"": 0.005864, ""negative or neutral"": 0.398543, ""positive"": 0.594053, ""strongly positive"": 0.001279}",0.00026,0.005864,0.398543,0.594053,0.001279
52,242,3323,2.0,154,negative,2,1.9367294025141744,"{""strongly negative"": 0.098433, ""negative"": 0.871011, ""negative or neutral"": 0.026979, ""positive"": 0.002545, ""strongly positive"": 0.001031}",0.098433,0.871011,0.026979,0.002545,0.001031
53,3776,1160,2.0,103,negative or neutral,3,3.380645772922435,"{""strongly negative"": 0.000225, ""negative"": 0.018523, ""negative or neutral"": 0.582521, ""positive"": 0.397842, ""strongly positive"": 0.000889}",0.000225,0.018523,0.582521,0.397842,0.000889
54,5293,2524,3.0,216,positive,4,3.626277051720536,"{""strongly negative"": 0.000317, ""negative"": 0.009402, ""negative or neutral"": 0.355652, ""positive"": 0.632945, ""strongly positive"": 0.001684}",0.000317,0.009402,0.355652,0.632945,0.001684
55,3696,599,4.0,300,positive,4,3.767927141147084,"{""strongly negative"": 0.000126, ""negative"": 0.003962, ""negative or neutral"": 0.225733, ""positive"": 0.768218, ""strongly positive"": 0.001961}",0.000126,0.003962,0.225733,0.768218,0.001961
56,4401,2451,3.0,206,negative or neutral,3,3.018714305129833,"{""strongly negative"": 0.001432, ""negative"": 0.167851, ""negative or neutral"": 0.642332, ""positive"": 0.187343, ""strongly positive"": 0.001043}",0.001432,0.167851,0.642332,0.187343,0.001043
57,4855,3469,4.0,142,positive,4,3.407347408356145,"{""strongly negative"": 0.001187, ""negative"": 0.078271, ""negative or neutral"": 0.435011, ""positive"": 0.48307, ""strongly positive"": 0.002461}",0.001187,0.078271,0.435011,0.48307,0.002461
58,3729,1277,5.0,278,positive,4,3.878592183027649,"{""strongly negative"": 0.000408, ""negative"": 0.005838, ""negative or neutral"": 0.115783, ""positive"": 0.870697, ""strongly positive"": 0.007275}",0.000408,0.005838,0.115783,0.870697,0.007275
59,3810,2847,4.0,276,positive,4,3.938468848442426,"{""strongly negative"": 0.00022, ""negative"": 0.001658, ""negative or neutral"": 0.066885, ""positive"": 0.92191, ""strongly positive"": 0.009328}",0.00022,0.001658,0.066885,0.92191,0.009328
60,2502,1889,5.0,290,positive,4,4.008539313857909,"{""strongly negative"": 0.000298, ""negative"": 0.001331, ""negative or neutral"": 0.020533, ""positive"": 0.945208, ""strongly positive"": 0.032629}",0.000298,0.001331,0.020533,0.945208,0.032629
61,4227,337,4.0,247,positive,4,3.926521070621675,"{""strongly negative"": 0.000253, ""negative"": 0.001935, ""negative or neutral"": 0.077951, ""positive"": 0.910763, ""strongly positive"": 0.009099}",0.000253,0.001935,0.077951,0.910763,0.009099
62,2481,1982,4.0,591,negative or neutral,3,3.423945040558465,"{""strongly negative"": 0.000121, ""negative"": 0.008885, ""negative or neutral"": 0.558491, ""positive"": 0.431934, ""strongly positive"": 0.000569}",0.000121,0.008885,0.558491,0.431934,0.000569
63,1370,32,4.0,229,positive,4,3.936289978591958,"{""strongly negative"": 0.000269, ""negative"": 0.002875, ""negative or neutral"": 0.065343, ""positive"": 0.923322, ""strongly positive"": 0.008191}",0.000269,0.002875,0.065343,0.923322,0.008191
64,102,3425,5.0,27,strongly positive,5,4.848899245262146,"{""strongly negative"": 0.004758, ""negative"": 0.004405, ""negative or neutral"": 0.004446, ""positive"": 0.109961, ""strongly positive"": 0.87643}",0.004758,0.004405,0.004446,0.109961,0.87643
65,2782,3521,4.0,24,positive,4,3.9859321741532767,"{""strongly negative"": 0.000238, ""negative"": 0.001375, ""negative or neutral"": 0.026028, ""positive"": 0.956935, ""strongly positive"": 0.015424}",0.000238,0.001375,0.026028,0.956935,0.015424
66,839,2836,4.0,70,positive,4,3.942998241836904,"{""strongly negative"": 0.000301, ""negative"": 0.002707, ""negative or neutral"": 0.05659, ""positive"": 0.934499, ""strongly positive"": 0.005903}",0.000301,0.002707,0.05659,0.934499,0.005903
67,4182,1198,4.0,29,positive,4,4.098450138815679,"{""strongly negative"": 0.000598, ""negative"": 0.00067, ""negative or neutral"": 0.006732, ""positive"": 0.883681, ""strongly positive"": 0.108318}",0.000598,0.00067,0.006732,0.883681,0.108318
68,4451,1150,5.0,45,positive,4,3.657824901747517,"{""strongly negative"": 0.000773, ""negative"": 0.023424, ""negative or neutral"": 0.304503, ""positive"": 0.659806, ""strongly positive"": 0.011494}",0.000773,0.023424,0.304503,0.659806,0.011494
69,4747,2740,5.0,378,positive,4,3.6710238890809705,"{""strongly negative"": 0.000186, ""negative"": 0.006333, ""negative or neutral"": 0.317615, ""positive"": 0.674004, ""strongly positive"": 0.001862}",0.000186,0.006333,0.317615,0.674004,0.001862
70,2430,715,5.0,77,positive,4,3.9225524875801057,"{""strongly negative"": 0.000552, ""negative"": 0.00729, ""negative or neutral"": 0.080051, ""positive"": 0.893268, ""strongly positive"": 0.018839}",0.000552,0.00729,0.080051,0.893268,0.018839
71,3583,2514,5.0,160,positive,4,3.781329069286585,"{""strongly negative"": 0.000285, ""negative"": 0.003894, ""negative or neutral"": 0.214239, ""positive"": 0.777371, ""strongly positive"": 0.004211}",0.000285,0.003894,0.214239,0.777371,0.004211
72,4821,1788,5.0,32,positive,4,4.002495219421689,"{""strongly negative"": 0.000191, ""negative"": 0.000838, ""negative or neutral"": 0.019388, ""positive"": 0.955449, ""strongly positive"": 0.024134}",0.000191,0.000838,0.019388,0.955449,0.024134
73,4884,1273,5.0,398,positive,4,3.942781660181936,"{""strongly negative"": 0.000368, ""negative"": 0.002669, ""negative or neutral"": 0.070158, ""positive"": 0.907424, ""strongly positive"": 0.019381}",0.000368,0.002669,0.070158,0.907424,0.019381
74,2096,2254,5.0,59,strongly positive,5,4.875105509068817,"{""strongly negative"": 0.002427, ""negative"": 0.001464, ""negative or neutral"": 0.001998, ""positive"": 0.1068, ""strongly positive"": 0.887312}",0.002427,0.001464,0.001998,0.1068,0.887312
75,3064,1054,5.0,266,positive,4,3.669951000993024,"{""strongly negative"": 0.000227, ""negative"": 0.005887, ""negative or neutral"": 0.319139, ""positive"": 0.673204, ""strongly positive"": 0.001543}",0.000227,0.005887,0.319139,0.673204,0.001543
76,817,3009,5.0,114,positive,4,3.931898031674791,"{""strongly negative"": 0.00022, ""negative"": 0.003158, ""negative or neutral"": 0.073435, ""positive"": 0.91088, ""strongly positive"": 0.012308}",0.00022,0.003158,0.073435,0.91088,0.012308
77,2575,2477,5.0,96,strongly positive,5,4.54172604973428,"{""strongly negative"": 0.00362, ""negative"": 0.010037, ""negative or neutral"": 0.021789, ""positive"": 0.370104, ""strongly positive"": 0.59445}",0.00362,0.010037,0.021789,0.370104,0.59445
78,2982,2122,5.0,259,positive,4,3.9060443144408055,"{""strongly negative"": 0.000227, ""negative"": 0.002273, ""negative or neutral"": 0.093439, ""positive"": 0.89935, ""strongly positive"": 0.004711}",0.000227,0.002273,0.093439,0.89935,0.004711
79,472,1198,4.0,86,positive,4,4.044829495775048,"{""strongly negative"": 0.000683, ""negative"": 0.001232, ""negative or neutral"": 0.011106, ""positive"": 0.926532, ""strongly positive"": 0.060447}",0.000683,0.001232,0.011106,0.926532,0.060447
80,1965,3498,4.0,113,positive,4,3.9685246303561135,"{""strongly negative"": 0.000531, ""negative"": 0.003641, ""negative or neutral"": 0.052071, ""positive"": 0.914286, ""strongly positive"": 0.02947}",0.000531,0.003641,0.052071,0.914286,0.02947
81,5182,868,5.0,721,positive,4,3.929478094665683,"{""strongly negative"": 0.000225, ""negative"": 0.001652, ""negative or neutral"": 0.075625, ""positive"": 0.913418, ""strongly positive"": 0.009081}",0.000225,0.001652,0.075625,0.913418,0.009081
82,4534,3235,4.0,202,positive,4,3.9017369743378367,"{""strongly negative"": 0.000287, ""negative"": 0.001938, ""negative or neutral"": 0.099215, ""positive"": 0.892874, ""strongly positive"": 0.005687}",0.000287,0.001938,0.099215,0.892874,0.005687
83,4213,2299,4.0,377,positive,4,3.900017496504006,"{""strongly negative"": 0.000238, ""negative"": 0.002835, ""negative or neutral"": 0.097976, ""positive"": 0.894572, ""strongly positive"": 0.004378}",0.000238,0.002835,0.097976,0.894572,0.004378
84,4944,1024,5.0,47,positive,4,3.983412445988506,"{""strongly negative"": 0.002525, ""negative"": 0.010819, ""negative or neutral"": 0.068527, ""positive"": 0.836976, ""strongly positive"": 0.081153}",0.002525,0.010819,0.068527,0.836976,0.081153
85,4930,3363,5.0,551,positive,4,4.014238406001823,"{""strongly negative"": 0.000445, ""negative"": 0.002542, ""negative or neutral"": 0.023054, ""positive"": 0.930247, ""strongly positive"": 0.043712}",0.000445,0.002542,0.023054,0.930247,0.043712
86,309,3306,4.0,64,positive,4,3.76906977040926,"{""strongly negative"": 0.000271, ""negative"": 0.003099, ""negative or neutral"": 0.226415, ""positive"": 0.767718, ""strongly positive"": 0.002497}",0.000271,0.003099,0.226415,0.767718,0.002497
87,4241,1045,4.0,44,positive,4,4.077588567510247,"{""strongly negative"": 0.000615, ""negative"": 0.00098, ""negative or neutral"": 0.010159, ""positive"": 0.896692, ""strongly positive"": 0.091554}",0.000615,0.00098,0.010159,0.896692,0.091554
88,496,2083,5.0,20,positive,4,4.079204844951164,"{""strongly negative"": 0.000489, ""negative"": 0.00092, ""negative or neutral"": 0.010988, ""positive"": 0.894104, ""strongly positive"": 0.093499}",0.000489,0.00092,0.010988,0.894104,0.093499
89,1023,270,5.0,124,positive,4,4.086090749362484,"{""strongly negative"": 0.000617, ""negative"": 0.001307, ""negative or neutral"": 0.011179, ""positive"": 0.885164, ""strongly positive"": 0.101734}",0.000617,0.001307,0.011179,0.885164,0.101734
90,2182,1651,5.0,160,positive,4,3.741156165895518,"{""strongly negative"": 0.000868, ""negative"": 0.011962, ""negative or neutral"": 0.241456, ""positive"": 0.736571, ""strongly positive"": 0.009142}",0.000868,0.011962,0.241456,0.736571,0.009142
91,4810,3364,5.0,190,positive,4,3.881123702973128,"{""strongly negative"": 0.00121, ""negative"": 0.015424, ""negative or neutral"": 0.10934, ""positive"": 0.849086, ""strongly positive"": 0.02494}",0.00121,0.015424,0.10934,0.849086,0.02494
92,5366,118,5.0,81,positive,4,4.096617601637263,"{""strongly negative"": 0.000683, ""negative"": 0.001448, ""negative or neutral"": 0.012314, ""positive"": 0.871678, ""strongly positive"": 0.113877}",0.000683,0.001448,0.012314,0.871678,0.113877
93,327,2101,1.0,152,negative,2,1.929408722789958,"{""strongly negative"": 0.109577, ""negative"": 0.859155, ""negative or neutral"": 0.025587, ""positive"": 0.003643, ""strongly positive"": 0.002038}",0.109577,0.859155,0.025587,0.003643,0.002038
94,239,624,1.0,36,negative,2,2.0702791116200387,"{""strongly negative"": 0.013947, ""negative"": 0.908323, ""negative or neutral"": 0.071891, ""positive"": 0.005186, ""strongly positive"": 0.000654}",0.013947,0.908323,0.071891,0.005186,0.000654
95,3380,2092,3.0,335,negative or neutral,3,3.3184003143105656,"{""strongly negative"": 0.000597, ""negative"": 0.041223, ""negative or neutral"": 0.598441, ""positive"": 0.358661, ""strongly positive"": 0.001078}",0.000597,0.041223,0.598441,0.358661,0.001078
96,3098,2827,3.0,175,negative or neutral,3,3.057554630097002,"{""strongly negative"": 0.001295, ""negative"": 0.117044, ""negative or neutral"": 0.705455, ""positive"": 0.175223, ""strongly positive"": 0.000983}",0.001295,0.117044,0.705455,0.175223,0.000983
97,3207,2014,5.0,101,positive,4,3.965941319227568,"{""strongly negative"": 0.000224, ""negative"": 0.000973, ""negative or neutral"": 0.040165, ""positive"": 0.949915, ""strongly positive"": 0.008723}",0.000224,0.000973,0.040165,0.949915,0.008723
98,3776,2672,3.0,136,positive,4,3.521486290192115,"{""strongly negative"": 0.00017, ""negative"": 0.011842, ""negative or neutral"": 0.455061, ""positive"": 0.532186, ""strongly positive"": 0.000741}",0.00017,0.011842,0.455061,0.532186,0.000741
99,5364,2046,5.0,176,positive,4,3.977311838731112,"{""strongly negative"": 0.000102, ""negative"": 0.000751, ""negative or neutral"": 0.031582, ""positive"": 0.956861, ""strongly positive"": 0.010703}",0.000102,0.000751,0.031582,0.956861,0.010703
100,5089,1321,5.0,139,positive,4,4.003875256516039,"{""strongly negative"": 0.000382, ""negative"": 0.00147, ""negative or neutral"": 0.020368, ""positive"": 0.949448, ""strongly positive"": 0.028331}",0.000382,0.00147,0.020368,0.949448,0.028331
101,4785,18,5.0,230,positive,4,3.910718462066143,"{""strongly negative"": 0.000201, ""negative"": 0.002658, ""negative or neutral"": 0.08729, ""positive"": 0.905923, ""strongly positive"": 0.003928}",0.000201,0.002658,0.08729,0.905923,0.003928
102,4737,2886,5.0,37,strongly positive,5,4.562933401670307,"{""strongly negative"": 0.001813, ""negative"": 0.003182, ""negative or neutral"": 0.00644, ""positive"": 0.407388, ""strongly positive"": 0.581177}",0.001813,0.003182,0.00644,0.407388,0.581177
103,63,1362,3.0,30,negative or neutral,3,3.219520656944951,"{""strongly negative"": 0.000441, ""negative"": 0.02443, ""negative or neutral"": 0.731023, ""positive"": 0.243379, ""strongly positive"": 0.000727}",0.000441,0.02443,0.731023,0.243379,0.000727
104,373,489,4.0,233,positive,4,3.799703690543538,"{""strongly negative"": 0.000192, ""negative"": 0.004195, ""negative or neutral"": 0.194273, ""positive"": 0.798398, ""strongly positive"": 0.002942}",0.000192,0.004195,0.194273,0.798398,0.002942
105,4272,3263,3.0,41,positive,4,3.977585144108161,"{""strongly negative"": 0.000611, ""negative"": 0.003333, ""negative or neutral"": 0.046815, ""positive"": 0.916342, ""strongly positive"": 0.032899}",0.000611,0.003333,0.046815,0.916342,0.032899
106,4611,2858,4.0,296,positive,4,3.569003169563075,"{""strongly negative"": 0.000102, ""negative"": 0.003624, ""negative or neutral"": 0.424502, ""positive"": 0.570713, ""strongly positive"": 0.001059}",0.000102,0.003624,0.424502,0.570713,0.001059
107,2389,1652,4.0,648,positive,4,3.584534871362848,"{""strongly negative"": 0.000222, ""negative"": 0.006756, ""negative or neutral"": 0.402616, ""positive"": 0.589076, ""strongly positive"": 0.00133}",0.000222,0.006756,0.402616,0.589076,0.00133
108,3662,1334,5.0,32,positive,4,4.021078894555103,"{""strongly negative"": 0.000653, ""negative"": 0.001765, ""negative or neutral"": 0.025939, ""positive"": 0.919135, ""strongly positive"": 0.052507}",0.000653,0.001765,0.025939,0.919135,0.052507
109,3498,1560,4.0,484,positive,4,3.788412115682149,"{""strongly negative"": 0.000187, ""negative"": 0.001452, ""negative or neutral"": 0.209574, ""positive"": 0.787337, ""strongly positive"": 0.001451}",0.000187,0.001452,0.209574,0.787337,0.001451
