user_id,item_id,ratings,reviews
4842,835,4.0,"When it comes to sitcoms, dysfunction seems to be the norm these days, and there's plenty of dysfunction for Christy, the lead character in Mom, the latest offering from Chuck Lorre Productions.  Anna Faris has the leading role, playing a single mother, and recovering alcoholic, who faces challenges at work, and at home.  Lorre, the co-creator of The Big Bang Theory, and Two and a Half Men, is apparently taking an active part in the writing for this series, which seems intent on loading Christy with all the stress she can handle.Appearing in such recent movies asObserve and Report(2009), andThe House Bunny(2008), you might think that Anna Faris was still in her 20's, but at age 36 and a recent mother in real life, she's actually the right age to play a woman who became a teen mother, and now has a rebellious daughter named Violet (Sadie Calvano), who is pregnant at 16.Returning to television after her long run onThe West Wing, Allison Janney plays Christy's mother Bonnie, with the zest, style, and at times venom, that was intended for her character.  Not the most supportive mother, Bonnie is hardly the ideal role model, as another recovering alcoholic, and a former drug user, who seems to have few regrets about her ""colorful"" past.With a flair for trashiness, Janney definitely entertains, but Faris has the much harder role, as Christy struggles to fulfill her responsibilities as a mother, a task that seems to grow more difficult by the day.  The men in her life aren't much help, starting with her married boss Gabriel (Nate Corddry), who Christy is in a relationship with, and her deadbeat ex-husband, a former drug dealer, and the father of her son Roscoe (Blake Garrett Rosenthal).  Luke (Spencer Daniels), the father of Violet's baby, is the latest male around the house.Mom isn't excessively mean-spirited or nasty, but through the early episodes, there seems to be very little that is uplifting.  About to become a grandmother, Christy's relationship with Violet, unfortunately isn't the best, but hopefully things will improve as the season progresses, and the talented Sadie Calvano, gets the opportunity to shine.  Thus far, Mom isn't outrageously funny, but it shows some promise, and is a nice fit in the Monday CBS lineup, along with Two Broke Girls, and Lorre's Two and a Half Men, and Mike and Molly."
4279,1323,5.0,I love this series he makes me feel like a normal person.  This is fun series allowing you to enjoy the oddities of others with the ability to solve the crime.
2228,576,5.0,A new series for intelligent viewers.  Maybe his wife didn't turn.  Time will tell as the series continues.  Even if has been blown to bits.
962,332,5.0,"Season four does not disappoint, funny and witty writing as usual, I think Ed O'Neil has always been the &#34;star&#34; of the show but I think with this season all the characters have been developed even more and they are all equally as funny and mesh exceptionally well together!"
2109,988,4.0,This is one of the best pilots I've seen and since The Office was canceled I've found my replacement. The awkward characters remind me of some my friends and the situational comedy is believable.
3987,803,5.0,"Very enjoyable.  I had a wee bit of trouble with the accents of some of the actors.  Not with the main leads though.  There were some scary scenes--not enough to keep me awake.  Does not have a lot of gory scenes--like some of the junk on TV.  If you like something different--get it!  I watched the whole series, I beieve there were three seasons.  The ending was a surprise.  I would never give away the plot.  The bad guy was weird and scary.  Wish there were more series like this one."
254,1421,2.0,"You know the plot. Trashy kids being trashy. The &#34;good&#34; ones are the &#34;poor&#34; ones. The rich trashy kids are just &#34;bad&#34;. Another movie to help the retarded careers of this TV show's actors. They are all old and washed out. But they still try to be hip and cool with their texting and foul mouths, sex videos. Sorry if you can't route for the heroine of the movie it clearly isn't worth watching."
1131,1125,1.0,Watched it coz Anna Kendrick is on it. It was a complete waste of time. 1+ hours of my life I can't get back.
1905,1268,5.0,"My husband and I loved this show and how it ended. The action, drama, and the plot kept you going and wanting more."
1873,1641,4.0,My daughter and I have been watching this together and we really like it.  She is a little young so I have to be a careful about the content. Season 3 has been fairly safe.
1178,1258,5.0,"Hell on Wheels season 1 is raw and fast moving.  A diverse set of characters who show the mix of cultures, including prejudices, that inhabited the Union Pacific's construction camp.  Always absorbing."
4222,509,5.0,Had heard great things about this series and sampled 5 shows last night.  Very addictive series with great suspense.Love the diverse characters and smart dialogue.  Lots of plot twists.  Brilliant acting by Glenn Close and Ted Danson.  What a great find!  Looking forward to more nights of viewing.
2711,1433,5.0,"This is your basic &#34;B&#34; movie slasher whodunit film. The opening makes a claim this is based on a true story and the songs have nor been changed. That is really a joke.The film starts out seriously as stage star Kylie Swanson (Minnie Driver) gets her throat cut by a man in the Phantom opera mask. She has twins, a boy and girl who we follow ten years later as they are working in the kitchen at a theater school/camp for kids run by Roger (Meat Loaf). The school ends up putting on the same play where Kylie was killed. Her daughter Camilla (Allie MacDonald) tries out for the role that her mother had. As a slasher film, people die as we attempt to guess who is the killer...or not.The film is also a musical. Kids sing many of their lines with humorous lyrics. The song &#34;We're Here&#34; at the beginning had me laughing out loud. A girl with a lisp (Adrianna Di Liello) sings about her lisp...I normally don't laugh at people with a lisp (except when cable news hires them to be in front of a camera), but I was forced to make an exception.  The killer sings metal songs rather well (singing dubbed by Rick Miller) and even sings some of the drum parts &#34;rum dum dum&#34; which again had me laughing.This is a film which gives the killer a personality, a staple of series slasher films. Kudos to Jerome Sable, writer, song writer, and director for an enjoyable comedy/musical &#34;B&#34; horror film.Parental Guide: F-bomb. No sex or nudity."
2486,267,5.0,"I loved season one of this show...thoroughly lived it.  Initially I was disappointed with the direction this season took because I wanted more haunted-house stories.  But when I got involved in this season, I couldn't believe how great it became.  Great storyline. Great actors.  Can't wait to see what they do next."
3547,757,4.0,if you like Dr. Who it is well worth watching to see some of the history of the show.  It really is too bad that they don't have more of these classic episodes.
1726,742,5.0,"This show was awesome.  Please re-consider, and make it into a continuing series. We really love it, just from the season plot.  It was really great, and we so wanted more than just the pilot!  Thanks"
2389,586,3.0,"The premise of this show is to present videos of stupid people, doing very stupid things.  It's much like America's Funniest Videos, but with much more pain and suffering.  If you like watching a bit of mayhem (and have a high tolerance for watching painful events) then this is the venue for you.  I can only take it for awhile - because it is ridiculous."
1883,682,5.0,"I got a lot more out of this show than I expected. It had me a nervous wreck through each episode, my husband as well which is saying alot for any show. I have no clue why they never made more episodes, the show is amazingly good. They should really consider bringing it back. The few episodes released leaving you wanting more. It is so good I know I will re-watch them quite a few times."
2679,1616,5.0,"Great show, good acting, realistic yet edgy, but the best part from my point of view was the plot twists and premise of the story.  Wish there were more."
629,1684,5.0,"Year after year, I am never disappointed with White Collar.  Suspenseful, dramatic, funny, quirky, and no ongoing (if any) graphic and/or gory violence; what more can one ask for?Also, Matt Bomer is very very very easy on the eyes.  Bummer he's married."
2347,504,4.0,"I have always found Yo Gabba Gabba to be an interesting show.  My grandkids always enjoy watching the show, the songs are kinda cute and entertaining.  For kids it is definitely a cute show."
4522,848,4.0,This was one of my favorite episodes. It was nice to actually see people who were actually wealthy. Some of the other housewife  shows have people on there pretending to be rich. This episode actually had people that were actually millionaires on it.
2930,1432,1.0,"cant give zero stars so settle for one, it just sucked, couldnt even finish this F movie. definately time wasted"
229,674,5.0,These guys are hilarious but they keep to their religious views at the end of the day.
504,636,3.0,"I will preface this with, &#34;I haven't seen all the episodes,&#34;  and watched a few because I saw the original BBC version of this series before they cancelled it.I don't think I've watched enough episodes to get a feeling for where the show is going, other than finding the anomalies and dealing with the dinosaurs.The cast seems capable enough, they just need some good storytelling, plotlines."
1893,1363,3.0,"This series starts off pretty good and grabs your interest. However, the story loses steam about mid way through. I would not recommend it unless you can stand to seat through the story going south long enough for it to get interesting again!"
4373,842,5.0,"I enjoy all the episodes, all seasons. For this season, both the Pirate specials and Exploding Water Heater are worth repeated viewing."
2271,577,4.0,"The story line is neat and alluring but the acting at certain moments is almost B level. Overall, it's a nice family movie."
4860,486,5.0,"If I was asked who i would be if I could come back again, I have to say Poirot! He's like that bright star that shines from the night sky, always there and always shining bright in every way!"
5126,595,3.0,"This is a kind of dumb, lightly entertaining movie with two mis-cast leading actors.  He does not match her in any way and imagining them fall in love is just creepy.  Sorry, it wasn't the best movie, but I didn't turn it off so I gave it a three."
3874,1583,5.0,"This series is a joy to watch.  Not only is it &#34;G&#34; rated by today's standards, but it is also funny, intriguing, and a glimpse of small town drama in England.  Without being simplistic, it is entertaining  for both children and adults."
3265,1297,4.0,This show constantly makes you reevaluate your need for possessions.  Even after six seasons it is difficult to watch without getting angry with some people.
4944,411,4.0,"Ride again!You just can't go wrong with these guys, (and gals...).  Okay, I take issue with some of his motorcycle &#34;expertise&#34;, (having ridden and worked on / for the Big Twin for most of my life), but it's STILL one of the original and best series of it's kind available today."
1084,1167,4.0,"Having recently returned from hiking through various woods and forests, and getting completely lost in one (fortunately my dog was able to sniff the way back to civilization so we weren't stranded), I was in the mood for a movie called "" A night in the woods"". This movie surprised me in a few ways. First off, no teenage/college age kids with the usual BS drama. Instead we got adults, late 20s to early 30s, and some more mature drama. The issues between the 3 were only hinted at. The girl obviously lost her father recently. Her boyfriend, Brody, arranged this trip to help her heal. Why she brought along Leo, I'm not sure. Perhaps he represented her ambivalence in this point in her life. Brody smelled something was afoot with Leo, the supposed cousin. There was a lot of distrust between the 2 men and then outright hostility. The interpersonal tension helped create the overall tension that was effectively sustained and built up. The filming was excellent. Before we got to the moor, where the woods in question were, we were treated to Stonehenge. Pretty cool. I really would love to go hiking wherever this film was shot. Just gorgeous. The shots in night vision were very spooky. I loved the effect. Early on in the film, we were told of the legend of the huntsman. I knew this was the antagonist the group would encounter. We never actually saw him though. I'm not sure if he was supposed to be working through one of the characters, I won't mention the name to avoid spoiling it, or if he was actually a separate entity. I presumed the latter due to the nooses hanging on a tree (a particularly effective shot). This little ambiguity did not detract from my experience. The climax was more than 1 minute long, for a change. The tension was quite good during the pivotal scenes, when all hell breaks loose. I found the characters totally believable and they felt genuine to me. They had chemistry and I felt like I was peeping in on someone's real life. I didn't recognize Scoot Mcnairy! He's always enjoyable. The antagonist is invisible but still seemed present, if you know what I mean. Not exactly Lovecraftian, in that Lovecraft does try to describe what is inherently 'unnamable'. The huntsman is nameable and imaginable. He lurks in the woods unseen, but my mind was able to conjure his form. My horror jones was totally satisfied by this movie. It's a 4.5. I liked it... alot. And I rewatched it to take in more of the gorgeous woods."
3092,702,5.0,"I SHOULD SAY DID IT AGAIN. WHY WOULD ANYONE CANCEL THIS FIVE STAR SHOW?  IT IS ONE OF MY FAVORITES. THE DRAMA IS REAL LIFE, THE MEDICAL TERMS ARE PERFECT FOR THAT ERA AND THE ACTING SURPERB. REALITY TV AT ITS BEST. I WOULD GIVE THIS 10 STARS PLUS. LIKE A REALLY GOOD BOOK, I DID NOT WANT THIS TO END. YOU FEEL A LOSS AFTER. IT POPS INTO MY HEAD EVERY DAY. THATS THE SIGN OF A GOOD DRAMA... TOTALLY WORTH WATCHING EVEN IF IT IS JUST THE TWO SEASONS......CAT"
2505,249,4.0,"With high school now completely behind her, Veronica Mars (Kristen Bell) heads off to college.  In spite of her best efforts, she's stuck in Neptune, attending Hearst College and living at home with her dad, Keith (Enrico Colantoni).  As a result, it's really no surprise when mystery and danger find her again.Veronica's well earn reputation and the person who can solve the unsolvable gets her involved in one case after another.  Who is behind the ""Welcome Wagon"" and steals new student's stuff?  Who would kidnap a monkey?  And where is the missing member of the board of trustees?Unlike previous seasons, there are two bigger mysteries.  The first involves the serial rapist on the Hearst campus.  And the second one begins when college dean Cyrus O'Dell (Ed Begley, Jr.) is found dead in his office.And we can't leave out her personal life.  Her on again off again relationship with Logan (Jason Dohring) creates problems, especially since friend Wallace's (Percy Daggs III) new roommate Piz (Chris Lowell) is also interested in her.  With all this going on, will she ever have time to study?Unfortunately, this is the final season of a show I fell in love with right away.  The mysteries were sharp, requiring concentration to follow every week.  Yet the clues were there.  Veronica has a sharp sense of humor that is wonderful for lightening the mood of the usually dark show.  The relationship soap opera, while at times annoying, never got too bad.  And all the acting was top notch.Having praised it, this is my least favorite season of the show.  And it's not because there were two shorter mysteries and a couple stand alone episodes.  It was because the adult tone, definitely always present, became even more pronounced.  Of course, that's what you'd expect with rape being a subject for half the season.  Even the details of Veronica's personal life made me uncomfortable at times.As a result, I don't recommend this show for young kids.  Older teens and adults will absolutely love this sly combination of wit and noir."
1497,1677,3.0,"This is without question, the best movie I've ever seen about a psycho-killer car tire.  Yes, that's right.  Robert is a discarded tire that comes to life in the middle of a desert.  At the same time he and his activities are observed from a hillside by a dozen or so film buffs using binoculars.  They are eventually all poisoned for some reason.  Well, all but one.  Robert, not happy just blowing up birds and rabbits moves on to humans.  He explodes them by doing some sort of telepathic vibration.  If this all sounds ridiculous, it is.  And for a while, it works.  We begin to identify human characteristics in a rubber tire.  He leers at a young woman, he takes showers, likes to hit the pool, etc.  Unfortunately, it's a one trick pony that becomes tiresome (pun intended).  One thing it isn't is a typical, predictable, seen-it-all-before film.  When you begin to ask why this or that happens, filmmaker Quentin Dupieux has already given you the answer in the first couple minutes.  ""No Reason""."
2625,793,5.0,The best ensemble of actors in a cop drama.  Love Andy Sipowicz.  Television has never been the same since NYPD is longer on TV.
1644,1637,5.0,"I love everything about burn notice - the idea of a cast out spy, living in Miami, doing odd-job MacGyver -type work for the fun of it and to help &#34;innocent&#34; people. it's fun; it's full of action and J. Donovan is fun to watch."
4664,1455,5.0,"I love the show, all of the episodes are great!  Except the Bobby Flay episodes.  I'm not a fan of his culinary technique.  But all the rest of the iron chefs are very inventive! Plus the challengers they go up against, WOW!  I'm always impressed by what they can make.  One challenger made Flat Steak Ice Cream!  I've no clue what that would taste like, and it sounds revolting, but I'm so intrigued that I'd probably try a bite or two just because I've never heard of anything else like it.  My wife and I really enjoy this show and totally recommend it to anyone else out there who likes to watch cooking shows!"
2307,112,5.0,One of the best Television Series out today. The combination of the three really mixes well and different for a change.
2694,833,4.0,It was a real treat to watch these young kids create. Ramsey and his partners show a different side of themselves as they encourage these young chefs.
4718,276,4.0,The graphics are great and the message is easily understood.  The graphics are beautiful and the story is down to Earth.
72,267,5.0,I love this series. I was expecting it to pick up from season 1 like all series do. I was surprised with a different horror story. I LOVE that! Season 2 was just as awesome as season 1. The episodes are well written and twisted. You never know what is going to happen. The acting is superb. I love Jessica Lange. Her acting has always been of the highest caliber. I am enjoying her in this series and hope she will be in future seasons. The setting in the asylum was creepy. I haven't always liked the flashing between times in a movie/tv show but it worked flawlessly here. Excellent viewing! I recommend this series.
1738,1011,5.0,this show keeps you on the edge of your seat!!! so good!! we can not wait until the next season
3444,1475,2.0,"Director Randy Moore filmed Escape from Tomorrow entirely at the Disney World and Disneyland theme parks. As he did not have permission to do so, he used meticulously planned guerrilla tactics in order to shoot the film without being caught. The actors kept the script on their iPhones. The crew used handheld cameras and dressed as park visitors. Scenes were blocked and rehearsed several times in hotel rooms before shooting, and dialogue was recorded using digital devices which were taped to the actors. The film was also shot in monochrome, in order to avoid lighting issues. No one ever suspected the cast or crew of foul play. In this respect, Escape from Tomorrow is an incredibly risky one of a kind achievement. Randy Moore was afraid that Disney would find out about his little experiment, and so he edited the film in South Korea. The film was released at Sundance, and word of mouth spread quickly.Ultimately, the unorthodox history behind the making of the film would prove to be far interesting than the film itself.Escape from Tomorrow tells the story of Jim White, who finds out that he has lost his job on the last day of his family vacation at Disney World. He decides to keep it to himself, so that his wife, his son, and daughter can have a fun time without all of the drama. As he and his family ride the monorail to the park, Jim catches sight of two young Parisian girls &#8211; two little Lolita&#8217;s that he will soon become obsessed with. Make no mistake, Jim is a disturbed man. While riding the &#8220;Small World&#8221; attraction, Jim begins to hallucinate. The cherub-faced animatronics begin to grow fangs, smiling evilly at Jim as he passes by. Later, Jim catches sight of the Parisian girls once again, and follows them to Space Mountain, where he forces his son to ride. After the kid gets motion sickness, Jim&#8217;s wife chastises him, and she takes the boy back to the hotel to recover. Jim takes his daughter to the Magic Kingdom, where the son of a creepy wheel-chair bound man pushes her to the ground, scraping her knee. Jim takes her to the nurse, who seems to be a bit disturbed and warns Jim of a mysterious &#8220;cat flu&#8221; that is going around the park. &#8220;You can be a host and not even know it,&#8221; she says.For the rest of the day, Jim will continue to follow the Parisian girls, he will fall under the spell of an ex-Disney princess who is now an evil queen, and he will learn that the majority of the ever-smiling Disney Princesses at the park are actually expensive hookers who sell themselves to rich Japanese businessmen, while also becoming the target of an evil plot at Epcot&#8217;s Spaceship Earth which will purge him of his vivid imagination. Hallucinatory images are sprinkled throughout to give the film a surreal Lynchian feel, but these moments are fleeting &#8211; which is upsetting, because these are perhaps the most involving sequences in the film, as the bulk of the running time is dedicated to Jim&#8217;s tireless pursuit of those darned Parisian girls. These scenes are repetitive and dull &#8211; and honestly, Jim is a poorly written character. After a while, I was ready to get away from him.And then there&#8217;s the &#8220;cat flu&#8221; sequence, which brought back memories of a certain toilet scene from Dumb and Dumber. After a few more slightly trippy scenes, the film ends in a bizarre fashion that doesn&#8217;t quite work, not even in the realm of avant-garde cinema. The trailer for Escape from Tomorrow would have you believe that this is one of the greatest films ever made, a psychedelic wonder the likes of which you have never seen before. At the end of the day, all that it really offers is weak social commentary on the inherent creepiness behind family theme parks, featuring the shenanigans of a Lester Burnham wannabe. The one saving grace in Escape from Tomorrow comes in the form of Abel Korzeniowski&#8217;s beautiful score.I wanted to love this film. I really did. While there are some clever moments here, they never really add up to much. I wanted this film to take me to new heights, to restore my faith in the medium. It didn&#8217;t do any of those things. In fact, it&#8217;s all painfully, unforgivably ordinary."
2997,324,5.0,The action continues where season 1 left off. Has all the action of season 1 and I love it. The plot thickens.
1398,1014,5.0,If you are a dog owner and aren't put off by dry explicit humor absolutely give this a watch. It is hysterical.
1033,568,5.0,Vikings is an interesting show that depicts Viking life during the dark ages.  You will be raping and pillaging with Vikings from the comfort of your own home.
2227,168,5.0,I discovered Shaun the Sheep as I was looking for something fun for my grandson to watch and we love Claymation productions.  This is the cutest program that I watch it when my grandson isn't visiting!
3871,1135,4.0,"Well, this is a fantastic Blu-Ray set.  It includes the movie ""Razor"" in addition to the complete season 4.  There are a couple of Blu-Ray only features that made the upgrade especially worth it for me.  Unfortunately, it's missing ""The Face of the Enemy"" webisodes, which is unacceptable.Basically there are ten webisodes, that if you combine together form the running time of almost an entire episode.  They explain the evolution of a character that leads to a very important arc in the main series, and answer a question already raised in the series regarding an unheard ""whisper.""  Although the writing in ""The Face of the Enemy"" kind of sucks, it drives me batty to have them missing here.  Just because they aren't the best episodes doesn't mean we don't want them.  They are on the 2013 release in Japan (in 1080i), so there's really no excuse.As far as the ending goes ... I didn't care for it.  I feel like they made the viewers a few promises they couldn't keep, but the series is still great, so I'm not gonna cry about it.  Solid recommendation, I just wish Universal Home Video would get their act together.  Their overseas counterparts are *always* outdoing them."
5088,336,5.0,"My kids (4,2,and 1) LOVE this show! And I love all the actors from my favorite shows as the voices (Kevin, Sguiggy, etc). Bring forth more seasons!"
5070,154,5.0,"While I'm not quite to the point of asking, ""Brenda who?"" yet, this show had a feeling and a spark quite different from The Closer. With this episode, it feels like Major Crimes got a living breathing pulse of its own. It's a different feel although with highly familiar faces.Still, it wouldn't hurt to have one of the characters say at an appropriate time, ""Thank you. Thank you very much,"" with a darling southern drawl...[...][[...]"
2135,1593,5.0,Great show. People are complaining about commercials they need to shut up. There is one add for like 10 seconds before the show. Its not that bad. Great season did not see some stuff coming.
4200,604,5.0,"I see so much of myself in this season.They've introduced a new character, and though they had not (yet) identified him as such, I realized that the new photographer also has Asperger's Syndrome. It's nice to see a semi-regular character who shows that it is possible for an adult with Asperger's to survive in society, even if people think he's weird.Just like Max, I did run for something when I was in Jr. High School. As I recall, I ran for 7th grade treasurer, and won. Later in college, I ran for treasurer of the dorm building I lived in, and won that election. (I did not realize I had Asperger's, high functioning autism) until I was 42.)But there is so much more to recommend this series, and this season. Things that affect many parents in real life are affecting these characters, and yes, some of the characters make mistakes, just like we make  many mistakes in life.I love this series, and highly recommend it. I anxiously await season 5, so I can watch the season again, but without commercials.John"
3618,1473,5.0,"Love the characters and the story! I have never been a football fan but this is making me like the people, which may be a start..."
2085,1331,4.0,"This was just a pilot, but I really hope it develops into a series.  The show kept me guessing from the time it began.  Is it a sci-fi alien invasion story-line? An apocalypse story-line? There were several twists and turns that kept me curious as to where this was all leading.  Frankly, I still don't know, but I want to find out...."
4506,1666,3.0,I don't have really a beef with this show. Other than these people are really doing this. I do think that being prepared is important. But to go to this extent is a little extreme in my eyes. and it's kind of frightening some of the things that these people are doing. the amount of firearms shown in the homes is disturbing. And if you tend to be a worrier or you're easily rattled. this show isn't for you.
1627,1330,5.0,I like the way they have developed the characters in this show in the past seasons and this one is no exception. The last episode was still a surprise though; I kind of hoped she'd take up with the Mosad character to string it out till she and Augie got together.
3041,192,5.0,"This show is soooooo creepy and dark, and oh so wonderful!  The cast works together effortlessly and wonderfully.  You really believe everything that is happening from the nonverbal communications!I however, have not noticed a single thing different between the Blu-ray or the DVD.  This time it really is a personal preference."
3438,1674,5.0,"have i said this already? nope not yet, I LOVE YOU ADAM BLAKE AND DERS! these guys are hilarious- especially with Karl and the rest of the Telemaricorp family. the story lines are hilarious- some may be random but they are ALL so funny and interesting. stuff ive never seen before on tv and in shows. its so different and i love them- especially its these guys who made this show! i love you"
3258,514,4.0,"This is a reality show about people with a mental illness that makes them hoard things. Not all stories end well. And not all people get my sympathy. Be prepared to gag, shake your head and even shed a tear or two.  Not for people with gentle sensibilities."
2768,477,1.0,"I guess if you're a Glee fan, maybe this type of show works for you but I only lasted 2 minutes into the intro when I wanted to change the channel. I guess I haven't enjoyed a show with singing since Ally McBeal. Sorry, I'll have to pass."
3336,880,2.0,"A pilot should be hard-charging and compelling, after all its a sales pitch. I am not sure what this show is pitching itself as. Comedy? Really? Comedic Drama? Then again I was not a fan of Sex in the City so maybe I'm just not the target audience."
2939,1409,5.0,"Therefore, the movie ended well. I would not have wanted to consider a happy ending.  Not with all the wrongdoings that took place.  He was just at a point of exhale.  Richard Gere's character may have died from the injuries of the car accident.  All left to the imagination of the viewer, yet one clear thing is when money is not earned the fair way, there are consequences.  This movie was well-written, well-crafted, and right-on with today's world.  Great acting.  Great production.  Great directing."
2083,580,5.0,Sarah is one of my favorite actresses and Ringer was one of the shows that showcased her talents. The show was always great from the first episode. I was so disappointed that it got canceled. Can't understand why it didn't have a bigger following. We at least I will always have season one.
1906,1551,5.0,"I found it entertaining and I also found myself becoming invested in the characters, it will keep you on your toes! What's next is not what you think. Great writing, great cast, well plotted with action, emotion & cliff hangers. This show keeps you on your toes and wanting more. Every week I am excited to see what is going to happen in the next episode."
